,OFFER,RETAILER,BRAND,RECEIPTS,CATEGORY_ID,PRODUCT_CATEGORY,IS_CHILD_CATEGORY_TO,combined_text,similarity_score
7096,,,platypus brewing,41.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7097,,,collalto,41.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7098,,,the far west cider co,41.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7099,,,mr paul,41.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
7100,,,mr paul,31.0,a9ace557-fce3-4eec-9536-0e4b399987b7,frozen seafood,frozen meat,,0.0
7101,,,leitz,41.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7102,,,tosca,41.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7103,,,copper and king,41.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7104,,,straffe hendrik,41.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7105,,,ardent craft ale,41.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7106,,,georgetown brewing co,41.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7107,,,ten bend beer,41.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7108,,,the obc wine project,41.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7109,,,covergirl,41.0,de2afc5c-93c3-4c35-bee8-16ca97d1c9f3,makeup,beauty,,0.0
7110,,,one well,41.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7111,,,zorvino vineyard,41.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7112,,,vina tondonia,41.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7113,,,chateau landat,41.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7114,,,sociable cider werks,41.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7115,,,leap year,41.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7116,,,luca paretti,41.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7117,,,two tree,41.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7118,,,berentzen,41.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7119,,,double mountain,41.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7120,,,double mountain,33.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7121,,,silk,41.0,e3b6f1f0-de8b-4625-b678-56cfd8747cbe,milk,dairy,,0.0
7122,,,silk,12.0,01edb86e-b0b3-41c9-a756-2914b850157d,coffee,beverage,,0.0
7123,,,magners irish cider variety pack,41.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7124,,,primal brewery,41.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7125,,,royal tokaji,41.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7126,,,perennial artisan ale,41.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7127,,,allkind,41.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
7128,,,shady lane,41.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7129,,,kentucky tavern,41.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7130,,,casa luigi,41.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7131,,,three river,41.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7132,,,yuki nigori,41.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7133,,,beales,41.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7134,,,mountain fork brewery,40.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7135,,,northland,40.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7136,,,loco por ti,40.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7137,,,bad beat brewing,40.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7138,,,battle born,40.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7139,,,gulden,40.0,1f01bdf4-7c65-4995-adfb-9080b75b0129,condiment,pantry,,0.0
7140,,,gulden,30.0,e88983eb-6ae9-40e6-97a9-e77a2294c3fe,sauce marinade,pantry,,0.0
7141,,,hubbard cave,40.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7142,,,cashmere,40.0,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c,household supply,household supply,,0.0
7143,,,phillips melon 100,40.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7144,,,right brain brewery,40.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7145,,,radio brewing company,40.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7146,,,liberation de paris,40.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7147,,,pago de los capellanes,40.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7148,,,yoders,40.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7149,,,tanteo,40.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7150,,,spaceship box,40.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7151,,,greenbar distillery,40.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7152,,,springdale,40.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7153,,,vilarnau,40.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7154,,,raventos i blanc,40.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7155,,,the tottori,40.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7156,,,tena,40.0,8587bef6-5b06-47d6-99b3-8c0b12e2c744,adult incontinence,health wellness,,0.0
7157,,,tomoka brewing company,40.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7158,,,beerd brewing co,40.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7159,,,talon,40.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7160,,,crest cavity protection,40.0,abe5c72f-1b1e-4d84-876a-bb584260c247,oral care,health wellness,,0.0
7161,,,barrier brewing co,40.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7162,,,hemly,40.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7163,,,green bench brewing co,40.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7164,,,kinky pink,40.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7165,,,funk brewing,40.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7166,,,sixpoint brewery,40.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7167,,,marra bros,40.0,3dcfe6dc-3445-4ba7-b11e-8238a5d41be7,puffed snack,snack,,0.0
7168,,,otter creek,40.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7169,,,houston cider co,40.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7170,,,stella,40.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7171,,,buffalo bayou survival pack variety pack,40.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7172,,,krol,40.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7173,,,c squared cider,40.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7174,,,sockeye simply idaho hard seltzer mix pack v,40.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
7175,,,texas south wind vineyard and winery,40.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7176,,,east rock brewing company,40.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7177,,,drake brewing co,40.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7178,,,grand mayan,40.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7179,,,spoetzl brewery,40.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7180,,,r shea exotic matter fruited double new engl,40.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7181,,,against the grain,40.0,7445be6b-29f8-4abb-a35f-8df1c8ad87c4,frozen pizza pizza snack,frozen,,0.0
7182,,,against the grain,33.0,0b5e15f3-f1ee-40fe-9e81-cac225799ebe,frozen vegetable,frozen,,0.0
7183,,,against the grain,29.0,f1a38ab2-67a0-4863-9802-2b16a181e722,bread,pantry,,0.0
7184,,,against the grain,14.0,205263da-67db-463e-937e-cd335a957680,frozen bread dough,frozen,,0.0
7185,,,big wood brewery,40.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7186,,,true colour,40.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7187,,,m lawrence,40.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7188,,,tabernero,40.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7189,,,tabernero,15.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7190,,,halo top baking,40.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
7191,,,halo top baking,28.0,ee7d461c-afec-4dd8-b06e-c3de3ea040fe,cooky,snack,,0.0
7192,,,ranch 32,40.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7193,,,danactive,40.0,e246975c-322e-4e31-aa4b-a22eabe581d1,yogurt,dairy,,0.0
7194,,,link drink,40.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7195,,,ascendant,39.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7196,,,botran,39.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7197,,,rubus,39.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7198,,,young blood beer company,39.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7199,,,black bos,39.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7200,,,adelaide,39.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7201,,,storypoint,39.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7202,,,hiatus,39.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7203,,,sodo cellar,39.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7204,,,famiglia pasqua,39.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7205,,,lobetia,39.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7206,,,mike hard pineapple strawberry,39.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
7207,,,burley oak brewing company,39.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7208,,,shiner sea salt lime summer lager,39.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7209,,,the brewing projekt,39.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7210,,,balcones true blue,39.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7211,,,cabriz,39.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7212,,,texas ranger,39.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7213,,,minimalista,39.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7214,,,sixpoint and rei,39.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7215,,,de luze,39.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7216,,,widmer brother brewing,39.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7217,,,champagne andre clouet,39.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7218,,,darwin brewing co,39.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7219,,,chateau croix daumedes,39.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7220,,,after all,39.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7221,,,smoke wagon,39.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7222,,,sun lab,39.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7223,,,graft green planet cider,39.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7224,,,curious,39.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7225,,,450 north brewing co,39.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7226,,,coachella valley brewing co,39.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7227,,,del maguey,39.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7228,,,rebel green,39.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
7229,,,the dubliner,39.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7230,,,ca sisa,39.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7231,,,heavy sea seasonal,39.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7232,,,rutland beer work,39.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7233,,,mammoth,39.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7234,,,beachwood brewing,39.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7235,,,tiempo,39.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7236,,,american fifth,39.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7237,,,bud light platinum,39.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7238,,,delirium deliria,39.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7239,,,lump of coal,39.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7240,,,great south bay brewery,39.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7241,,,star stripe,39.0,b3028295-932d-49df-afbc-52dce9cce8c7,carbonated soft drink,beverage,,0.0
7242,,,gen5,39.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7243,,,dr stoner,39.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7244,,,kagor,39.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7245,,,brickway,39.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7246,,,brickway,37.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7247,,,dusk,39.0,539953fe-50bf-4a00-8a21-c64752d6ed7e,hair removal,health wellness,,0.0
7248,,,st michael winery full throttle,39.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7249,,,fieldnotes,39.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7250,,,table joy,39.0,84011112-b553-402a-9950-998bf7affd63,drink mix,beverage,,0.0
7251,,,natural licht,39.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7252,,,jiffy,38.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
7253,,,mureda,38.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7254,,,dekuyper peachtree,38.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7255,,,fearless,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7256,,,orchard creek,38.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7257,,,river horse river horse brewing company,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7258,,,outer light brewing company,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7259,,,cavit collection,38.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7260,,,cocchi americano,38.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7261,,,405 brewing co,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7262,,,indigo hill,38.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7263,,,pindar,38.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7264,,,faubourg,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7265,,,vinchio vaglio serra,38.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7266,,,evans brewing co,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7267,,,spindrift,38.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
7268,,,old town,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7269,,,svyturys,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7270,,,ampelos,38.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7271,,,the horologist,38.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7272,,,devil backbone crab cake and football sess,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7273,,,the shipyard captain collection,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7274,,,house mikkeller,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7275,,,tlc,38.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7276,,,cheboygan brewing co,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7277,,,penguin city beer,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7278,,,beerlao,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7279,,,cloudless,38.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
7280,,,islandjon,38.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7281,,,4 nose brewing company,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7282,,,brewski,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7283,,,alani seltz,38.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
7284,,,green river,38.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7285,,,gran castillo rocio,38.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7286,,,covalli,38.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7287,,,mt carmel brewing company,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7288,,,sullivan brewing company,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7289,,,291,38.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7290,,,larrys lemonade,38.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
7291,,,leffe,38.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7292,,,wash ashore beer company,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7293,,,finlandia,38.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7294,,,prop craft brewery,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7295,,,lift bridge berry blonde ale,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7296,,,sugar island,38.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7297,,,deadhead,38.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7298,,,west whitehill,38.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7299,,,coombs family farm,38.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
7300,,,japas,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7301,,,old forge,38.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7302,,,santa butt,38.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7303,,,hana hou hou shu,38.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7304,,,underwood,38.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7305,,,workhorse brewing co,37.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7306,,,monkless,37.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7307,,,barefoot fruitscato,37.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7308,,,lancaster brewing company,37.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7309,,,rumsons,37.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7310,,,leelanau cellar,37.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7311,,,mad bean vanilla iced coffee,37.0,01edb86e-b0b3-41c9-a756-2914b850157d,coffee,beverage,,0.0
7312,,,ginja 9 dobidos,37.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7313,,,cordero con piel lobo,37.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7314,,,itaipava,37.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7315,,,dominican oak,37.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7316,,,pirassununga 21,37.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7317,,,don fulano,37.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7318,,,lanchava collection,37.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7319,,,deadwood tumblin dice,37.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7320,,,alejandro fernandez,37.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7321,,,muckety muck,37.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7322,,,bos dog,37.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7323,,,precision,37.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7324,,,chateau le thil comte clary,37.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7325,,,atomic duck,37.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7326,,,mc graths,37.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7327,,,new city,37.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7328,,,jorge ordonez and co,37.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7329,,,lunar,37.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7330,,,iron fish,37.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7331,,,aberlour,37.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7332,,,bay state brewing co,37.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7333,,,elmo pio,37.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7334,,,lift bridge brewing co,37.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7335,,,walnut river,37.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7336,,,open nature,37.0,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c,household supply,household supply,,0.0
7337,,,plank,37.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7338,,,fordham,37.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7339,,,finkel and garf,37.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7340,,,alesmith brewing company,37.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
